"","Year","Product.line","Product.type","Product","Order.method.type","Retailer.country","Revenue","Planned.revenue","Product.cost","Quantity","Unit.cost","Unit.price","Gross.profit","Unit.sale.price"
"64853",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Sales visit","Japan",39361.26,39968.88,20720,2072,10,19.29,18641.26,19.095
"64862",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Sales visit","France",38173.83,50173.29,20869.2,2601,8.86666667,19.29,17304.63,16.58666667
"64866",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Sales visit","Switzerland",5401.2,5401.2,2800,280,10,19.29,2601.2,19.29
"64867",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Sales visit","Austria",25438.36,33429.57,13936.8,1733,8.3,19.29,11501.56,15.235
"64869",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Sales visit","Spain",56636.59,58776.63,30470,3047,10,19.29,26166.59,18.615
"64870",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","United States",359326.53,437651.52,195787,22688,9.07272727,19.29,163539.53,16.95636364
"64871",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Canada",162331.06,185859.15,87615.4,9635,9.38181818,19.29,74715.66,17.60454545
"64872",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Mexico",167361.39,200770.32,91442.2,10408,9.02857143,19.29,75919.19,16.67142857
"64873",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Brazil",102475.35,117591.84,55248,6096,9.02857143,19.29,47227.35,16.75142857
"64874",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Japan",149107.24,186360.69,81524.2,9661,8.64,19.29,67583.04,15.97
"64875",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Korea",127279.5,154667.22,69514.2,8018,9.02857143,19.29,57765.3,16.78142857
"64876",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","China",184576.73,223088.85,101128.6,11565,9.02857143,19.29,83448.13,16.64285714
"64877",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Singapore",123690.66,147587.79,67279,7651,9.02857143,19.29,56411.66,16.83571429
"64878",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Australia",69520.91,88811.16,37805.2,4604,8.86666667,19.29,31715.71,16.58666667
"64879",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Netherlands",189063.25,221699.97,103417.6,11493,9.02857143,19.29,85645.65,16.58857143
"64880",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Sweden",47355.01,48822.99,25310,2531,10,19.29,22045.01,18.71
"64881",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Finland",136029.67,164292.93,74164.2,8517,9.02857143,19.29,61865.47,16.80857143
"64882",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Denmark",38084.88,55883.13,21238.4,2897,7.73333333,19.29,16846.48,14.01333333
"64883",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","France",133137.32,156249,71854,8100,9.07272727,19.29,61283.32,16.97272727
"64884",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Germany",109573.86,132965.97,59328.4,6893,8.98,19.29,50245.46,16.799
"64885",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","United Kingdom",187709.59,220600.44,101640.6,11436,8.95384615,19.29,86068.99,16.57153846
"64886",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Belgium",75593.68,89544.18,40830.4,4642,9.02857143,19.29,34763.28,16.89
"64887",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Switzerland",79296.34,96334.26,43021,4994,8.86666667,19.29,36275.34,16.49
"64888",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Austria",59919.72,65161.62,31903.2,3378,9.32,19.29,28016.52,17.512
"64889",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Italy",81875.9,103587.3,44564.2,5370,8.86666667,19.29,37311.7,16.555
"64890",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","Web","Spain",101970.43,134759.94,56113.8,6986,8.64,19.29,45856.63,15.892
"64934",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","E-mail","Canada",17766,18132.6,9400,940,10,19.29,8366,18.9
"64943",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","E-mail","Sweden",16008.3,16338.63,8470,847,10,19.29,7538.3,18.9
"64947",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","E-mail","Germany",35360.41,36342.36,18840,1884,10,19.29,16520.41,18.805
"64952",2007,"Camping Equipment","Cooking Gear","TrailChef Utensils","E-mail","Italy",41059.2,43209.6,22400,2240,10,19.29,18659.2,18.33
"64976",2007,"Camping Equipment","Tents","Star Lite","Telephone","Canada",488048.56,513740.44,347000,1388,250,370.13,141048.56,351.62
"64979",2007,"Camping Equipment","Tents","Star Lite","Telephone","Japan",143812.58,151383.17,102250,409,250,370.13,41562.58,351.62
"64985",2007,"Camping Equipment","Tents","Star Lite","Telephone","Sweden",296415.66,312019.59,210750,843,250,370.13,85665.66,351.62
"64989",2007,"Camping Equipment","Tents","Star Lite","Telephone","Germany",201497.05,210603.97,142250,569,250,370.13,59247.05,357.79
"64990",2007,"Camping Equipment","Tents","Star Lite","Telephone","United Kingdom",89663.1,94383.15,63750,255,250,370.13,25913.1,351.62
"64996",2007,"Camping Equipment","Tents","Star Lite","Sales visit","United States",522970.63,547052.14,369500,1478,250,370.13,153470.63,356.2475
"65000",2007,"Camping Equipment","Tents","Star Lite","Sales visit","Japan",489584.89,513740.44,347000,1388,250,370.13,142584.89,356.2475
"65003",2007,"Camping Equipment","Tents","Star Lite","Sales visit","Singapore",74543.44,78467.56,53000,212,250,370.13,21543.44,351.62
"65009",2007,"Camping Equipment","Tents","Star Lite","Sales visit","France",448576.46,462292.37,312250,1249,250,370.13,136326.46,362.726
"65010",2007,"Camping Equipment","Tents","Star Lite","Sales visit","Germany",63291.6,66623.4,45000,180,250,370.13,18291.6,351.62
"65011",2007,"Camping Equipment","Tents","Star Lite","Sales visit","United Kingdom",54038.98,54038.98,36500,146,250,370.13,17538.98,370.13
"65013",2007,"Camping Equipment","Tents","Star Lite","Sales visit","Switzerland",135022.08,142129.92,96000,384,250,370.13,39022.08,351.62
"65014",2007,"Camping Equipment","Tents","Star Lite","Sales visit","Austria",99508.46,104746.79,70750,283,250,370.13,28758.46,351.62
"65015",2007,"Camping Equipment","Tents","Star Lite","Sales visit","Italy",174403.52,183584.48,124000,496,250,370.13,50403.52,351.62
"65017",2007,"Camping Equipment","Tents","Star Lite","Web","United States",5495960.46,5730722.79,3870750,15483,250,370.13,1625210.46,357.2758333
"65018",2007,"Camping Equipment","Tents","Star Lite","Web","Canada",1914332.86,2001663.04,1352000,5408,250,370.13,562332.86,356.9085714
"65019",2007,"Camping Equipment","Tents","Star Lite","Web","Mexico",1631908.24,1702968.13,1150250,4601,250,370.13,481658.24,357.173
"65020",2007,"Camping Equipment","Tents","Star Lite","Web","Brazil",1074645.23,1120753.64,757000,3028,250,370.13,317645.23,357.173
"65021",2007,"Camping Equipment","Tents","Star Lite","Web","Japan",1778609.22,1849909.74,1249500,4998,250,370.13,529109.22,358.56125
"65022",2007,"Camping Equipment","Tents","Star Lite","Web","Korea",1796059.81,1872857.8,1265000,5060,250,370.13,531059.81,357.173
"65023",2007,"Camping Equipment","Tents","Star Lite","Web","China",2285108.82,2381786.55,1608750,6435,250,370.13,676358.82,357.173
"65024",2007,"Camping Equipment","Tents","Star Lite","Web","Singapore",1145081.34,1189227.69,803250,3213,250,370.13,341831.34,358.56125
"65025",2007,"Camping Equipment","Tents","Star Lite","Web","Australia",1338212.64,1395760.23,942750,3771,250,370.13,395462.64,358.3509091
"65026",2007,"Camping Equipment","Tents","Star Lite","Web","Netherlands",1680598.32,1754416.2,1185000,4740,250,370.13,495598.32,357.173
"65027",2007,"Camping Equipment","Tents","Star Lite","Web","Sweden",482294.61,499675.5,337500,1350,250,370.13,144794.61,359.024
"65028",2007,"Camping Equipment","Tents","Star Lite","Web","Finland",1662777.18,1733318.79,1170750,4683,250,370.13,492027.18,357.173
"65029",2007,"Camping Equipment","Tents","Star Lite","Web","Denmark",334150.48,349402.72,236000,944,250,370.13,98150.48,357.79
"65030",2007,"Camping Equipment","Tents","Star Lite","Web","France",1442328.55,1508649.88,1019000,4076,250,370.13,423328.55,356.2475
"65031",2007,"Camping Equipment","Tents","Star Lite","Web","Germany",1489058.46,1550104.44,1047000,4188,250,370.13,442058.46,358.1529412
"65032",2007,"Camping Equipment","Tents","Star Lite","Web","United Kingdom",1954954.96,2040526.69,1378250,5513,250,370.13,576704.96,356.7616667
"65033",2007,"Camping Equipment","Tents","Star Lite","Web","Belgium",868854.7,905708.11,611750,2447,250,370.13,257104.7,357.173
"65034",2007,"Camping Equipment","Tents","Star Lite","Web","Switzerland",794274.31,826870.42,558500,2234,250,370.13,235774.31,357.79
"65035",2007,"Camping Equipment","Tents","Star Lite","Web","Austria",744214.77,773941.83,522750,2091,250,370.13,221464.77,357.79
"65036",2007,"Camping Equipment","Tents","Star Lite","Web","Italy",1136864.37,1181454.96,798000,3192,250,370.13,338864.37,357.79
"65037",2007,"Camping Equipment","Tents","Star Lite","Web","Spain",1299571.53,1354675.8,915000,3660,250,370.13,384571.53,355.7333333
"65045",2007,"Camping Equipment","Tents","Star Lite","Special","Singapore",210972,222078,150000,600,250,370.13,60972,351.62
"65081",2007,"Camping Equipment","Tents","Star Lite","E-mail","Canada",184600.5,194318.25,131250,525,250,370.13,53350.5,351.62
"65130",2007,"Camping Equipment","Tents","Star Dome","Telephone","Australia",151495.75,159468.05,97020,245,396,650.89,54475.75,618.35
"65132",2007,"Camping Equipment","Tents","Star Dome","Telephone","Sweden",35864.3,37751.62,22968,58,396,650.89,12896.3,618.35
"65136",2007,"Camping Equipment","Tents","Star Dome","Telephone","Germany",184528.08,190059.88,115632,292,396,650.89,68896.08,629.1966667
"65143",2007,"Camping Equipment","Tents","Star Dome","Sales visit","United States",583557.81,600771.47,365508,923,396,650.89,218049.81,634.62
"65147",2007,"Camping Equipment","Tents","Star Dome","Sales visit","Japan",107169.34,109349.52,66528,168,396,650.89,40641.34,634.62
"65152",2007,"Camping Equipment","Tents","Star Dome","Sales visit","Netherlands",116249.8,122367.32,74448,188,396,650.89,41801.8,618.35
"65153",2007,"Camping Equipment","Tents","Star Dome","Sales visit","Sweden",71728.6,75503.24,45936,116,396,650.89,25792.6,618.35
"65156",2007,"Camping Equipment","Tents","Star Dome","Sales visit","France",255378.55,268817.57,163548,413,396,650.89,91830.55,618.35
"65157",2007,"Camping Equipment","Tents","Star Dome","Sales visit","Germany",30299.15,31893.61,19404,49,396,650.89,10895.15,618.35
"65158",2007,"Camping Equipment","Tents","Star Dome","Sales visit","United Kingdom",21642.25,22781.15,13860,35,396,650.89,7782.25,618.35
"65161",2007,"Camping Equipment","Tents","Star Dome","Sales visit","Austria",143457.2,151006.48,91872,232,396,650.89,51585.2,618.35
"65163",2007,"Camping Equipment","Tents","Star Dome","Sales visit","Spain",85950.65,90473.71,55044,139,396,650.89,30906.65,618.35
"65164",2007,"Camping Equipment","Tents","Star Dome","Web","United States",2952519.31,3076757.03,1871892,4727,396,650.89,1080627.31,626.7474194
"65165",2007,"Camping Equipment","Tents","Star Dome","Web","Canada",1474470.63,1543260.19,938916,2371,396,650.89,535554.63,622.4175
"65166",2007,"Camping Equipment","Tents","Star Dome","Web","Mexico",867152.95,901482.65,548460,1385,396,650.89,318692.95,628.112
"65167",2007,"Camping Equipment","Tents","Star Dome","Web","Brazil",512480.82,531126.24,323136,816,396,650.89,189344.82,626.485
"65168",2007,"Camping Equipment","Tents","Star Dome","Web","Japan",1332346.85,1387046.59,843876,2131,396,650.89,488470.85,626.0064706
"65169",2007,"Camping Equipment","Tents","Star Dome","Web","Korea",1054610.35,1096749.65,667260,1685,396,650.89,387350.35,625.5811111
"65170",2007,"Camping Equipment","Tents","Star Dome","Web","China",1343509.51,1397460.83,850212,2147,396,650.89,493297.51,628.112
"65171",2007,"Camping Equipment","Tents","Star Dome","Web","Singapore",806392.04,838346.32,510048,1288,396,650.89,296344.04,629.1966667
"65172",2007,"Camping Equipment","Tents","Star Dome","Web","Australia",633774.95,658049.79,400356,1011,396,650.89,233418.95,630.5525
"65173",2007,"Camping Equipment","Tents","Star Dome","Web","Netherlands",839619.97,871541.71,530244,1339,396,650.89,309375.97,629.1966667
"65174",2007,"Camping Equipment","Tents","Star Dome","Web","Sweden",209327.52,218699.04,133056,336,396,650.89,76271.52,629.1966667
"65175",2007,"Camping Equipment","Tents","Star Dome","Web","Finland",968236.86,1007577.72,613008,1548,396,650.89,355228.86,628.112
"65176",2007,"Camping Equipment","Tents","Star Dome","Web","Denmark",326520.53,337811.91,205524,519,396,650.89,120996.53,626.485
"65177",2007,"Camping Equipment","Tents","Star Dome","Web","France",862270.78,893021.08,543312,1372,396,650.89,318958.78,630.5525
"65178",2007,"Camping Equipment","Tents","Star Dome","Web","Germany",790998.82,825328.52,502128,1268,396,650.89,288870.82,627.0273333
"65179",2007,"Camping Equipment","Tents","Star Dome","Web","United Kingdom",1131025.16,1175507.34,715176,1806,396,650.89,415849.16,628.6257895
"65180",2007,"Camping Equipment","Tents","Star Dome","Web","Belgium",517948.53,538286.03,327492,827,396,650.89,190456.53,628.112
"65181",2007,"Camping Equipment","Tents","Star Dome","Web","Switzerland",548768.41,570830.53,347292,877,396,650.89,201476.41,628.112
"65182",2007,"Camping Equipment","Tents","Star Dome","Web","Austria",335405.12,346273.48,210672,532,396,650.89,124733.12,629.1966667
"65183",2007,"Camping Equipment","Tents","Star Dome","Web","Italy",731539.51,762192.19,463716,1171,396,650.89,267823.51,625.5811111
"65184",2007,"Camping Equipment","Tents","Star Dome","Web","Spain",616038.13,639824.87,389268,983,396,650.89,226770.13,629.1966667
"65192",2007,"Camping Equipment","Tents","Star Dome","Special","Singapore",43284.5,45562.3,27720,70,396,650.89,15564.5,618.35
"65227",2007,"Camping Equipment","Tents","Star Dome","E-mail","United States",20405.55,21479.37,13068,33,396,650.89,7337.55,618.35
"65228",2007,"Camping Equipment","Tents","Star Dome","E-mail","Canada",37751.62,37751.62,22968,58,396,650.89,14783.62,650.89
"65230",2007,"Camping Equipment","Tents","Star Dome","E-mail","Brazil",82240.55,86568.37,52668,133,396,650.89,29572.55,618.35
"65237",2007,"Camping Equipment","Tents","Star Dome","E-mail","Sweden",31242.72,31242.72,19008,48,396,650.89,12234.72,650.89
"65241",2007,"Camping Equipment","Tents","Star Dome","E-mail","Germany",24733.82,24733.82,15048,38,396,650.89,9685.82,650.89
"65246",2007,"Camping Equipment","Tents","Star Dome","E-mail","Italy",40355.18,40355.18,24552,62,396,650.89,15803.18,650.89
"65270",2007,"Camping Equipment","Tents","Star Gazer 2","Telephone","Canada",162670.2,171231.48,115415.58,294,392.57,582.42,47254.62,553.3
"65277",2007,"Camping Equipment","Tents","Star Gazer 2","Telephone","Australia",199188,209671.2,141325.2,360,392.57,582.42,57862.8,553.3
"65283",2007,"Camping Equipment","Tents","Star Gazer 2","Telephone","Germany",99040.7,104253.18,70270.03,179,392.57,582.42,28770.67,553.3
"65288",2007,"Camping Equipment","Tents","Star Gazer 2","Telephone","Italy",323680.5,340715.7,229653.45,585,392.57,582.42,94027.05,553.3
"65290",2007,"Camping Equipment","Tents","Star Gazer 2","Sales visit","United States",692731.6,729189.84,491497.64,1252,392.57,582.42,201233.96,553.3
"65294",2007,"Camping Equipment","Tents","Star Gazer 2","Sales visit","Japan",115086.4,121143.36,81654.56,208,392.57,582.42,33431.84,553.3
"65300",2007,"Camping Equipment","Tents","Star Gazer 2","Sales visit","Sweden",139984.9,147352.26,99320.21,253,392.57,582.42,40664.69,553.3
"65303",2007,"Camping Equipment","Tents","Star Gazer 2","Sales visit","France",529508.1,557375.94,375689.49,957,392.57,582.42,153818.61,553.3
"65304",2007,"Camping Equipment","Tents","Star Gazer 2","Sales visit","Germany",143304.7,150846.78,101675.63,259,392.57,582.42,41629.07,553.3
"65305",2007,"Camping Equipment","Tents","Star Gazer 2","Sales visit","United Kingdom",195314.9,205594.26,138577.21,353,392.57,582.42,56737.69,553.3
"65307",2007,"Camping Equipment","Tents","Star Gazer 2","Sales visit","Switzerland",115086.4,121143.36,81654.56,208,392.57,582.42,33431.84,553.3
"65308",2007,"Camping Equipment","Tents","Star Gazer 2","Sales visit","Austria",91847.8,96681.72,65166.62,166,392.57,582.42,26681.18,553.3
"65311",2007,"Camping Equipment","Tents","Star Gazer 2","Web","United States",4674831.7,4920866.58,3316823.93,8449,392.57,582.42,1358007.77,553.3
"65312",2007,"Camping Equipment","Tents","Star Gazer 2","Web","Canada",2225372.6,2342493.24,1578916.54,4022,392.57,582.42,646456.06,553.3
"65313",2007,"Camping Equipment","Tents","Star Gazer 2","Web","Mexico",1389336.3,1462456.62,985743.27,2511,392.57,582.42,403593.03,553.3
"65314",2007,"Camping Equipment","Tents","Star Gazer 2","Web","Brazil",748614.9,788014.26,531147.21,1353,392.57,582.42,217467.69,553.3
"65315",2007,"Camping Equipment","Tents","Star Gazer 2","Web","Japan",2043890.2,2151459.48,1450153.58,3694,392.57,582.42,593736.62,553.3
"65316",2007,"Camping Equipment","Tents","Star Gazer 2","Web","Korea",1591844.1,1675622.34,1129423.89,2877,392.57,582.42,462420.21,553.3
"65317",2007,"Camping Equipment","Tents","Star Gazer 2","Web","China",2035037.4,2142140.76,1443872.46,3678,392.57,582.42,591164.94,553.3
"65318",2007,"Camping Equipment","Tents","Star Gazer 2","Web","Singapore",1281996.1,1349467.14,909584.69,2317,392.57,582.42,372411.41,553.3
"65319",2007,"Camping Equipment","Tents","Star Gazer 2","Web","Australia",992620.2,1044861.48,704270.58,1794,392.57,582.42,288349.62,553.3
"65320",2007,"Camping Equipment","Tents","Star Gazer 2","Web","Netherlands",1486717.1,1564962.54,1054835.59,2687,392.57,582.42,431881.51,553.3
"65321",2007,"Camping Equipment","Tents","Star Gazer 2","Web","Sweden",569899,599892.6,404347.1,1030,392.57,582.42,165551.9,553.3
"65322",2007,"Camping Equipment","Tents","Star Gazer 2","Web","Finland",1473991.2,1551566.88,1045806.48,2664,392.57,582.42,428184.72,553.3
"65323",2007,"Camping Equipment","Tents","Star Gazer 2","Web","Denmark",289375.9,304605.66,205314.11,523,392.57,582.42,84061.79,553.3
